pow_delta,pow_theta,pow_alpha,pow_sigma,pow_beta,stage
-125.01995965667012,-124.25102527326582,-128.85800042324863,-131.87470052470317,-133.54286201515555,1
-119.35713311823591,-122.43857120863952,-124.46745886764961,-127.18318800592283,-128.65630313792727,0
-122.15405571928194,-123.36196573688021,-127.3114387875275,-130.02241030226406,-131.95113965900842,0
-123.97053013876128,-125.22415717624293,-128.26248940435832,-130.80546042087096,-133.67608140326303,0
-122.04470944968377,-120.7816686019366,-126.17036458518444,-127.09480222543579,-130.58318133663963,0
-123.25143951258181,-125.83654486612546,-129.50098986180697,-132.05843688510427,-134.5657662098403,0
-113.30030316831755,-119.13384962765137,-123.71992874710854,-126.0524256864044,-126.96886184274307,0
-120.34805973503975,-124.44349534855107,-127.36631478834425,-131.27753391589022,-132.90026616818787,0
-117.48945901731952,-122.19260431350897,-125.62807387368123,-129.83280161994054,-131.46518782486817,0
-117.51314794169335,-123.98435595747219,-127.7667614707149,-130.12849187167654,-132.73652889788224,0
-118.34008440559144,-123.12256563457618,-126.41022457645589,-130.5516383333867,-131.99256775783968,0
-125.31605243627116,-125.3380585631664,-127.96138958219493,-132.37716908601558,-134.7241253229655,0
-122.77237499401222,-125.35823965081786,-128.49670969061748,-132.03876289961778,-133.8623104937197,0
-119.67867559031468,-124.51537377008789,-128.4800957422644,-131.82603767761333,-134.56763046998694,0
-125.16846782575138,-124.2869848786016,-129.01666124534958,-131.45118462865548,-134.42820838089358,0
-124.35206390143885,-124.10603310785771,-128.4525220055541,-132.19978999540595,-134.54485848738852,0
-112.32390947067118,-120.8368878896292,-124.05189828437616,-128.08029632941276,-128.6215084989371,0
-125.72323616793186,-124.64972562937233,-129.7927409502402,-132.3607534036042,-135.086623053396,0
-122.31795213490103,-126.03666475065917,-129.83069594016803,-132.49983848158615,-134.81630521476464,0
-125.25803280560203,-124.31289171838031,-129.36193251844531,-132.6571846893441,-135.52815713280486,1
-123.94958805084045,-124.27754801396402,-130.09913763835615,-132.30319543979795,-135.20490916524773,1
-126.72335691058011,-126.44165054968839,-128.5062839046268,-131.15906435339755,-134.19629372266957,1
-119.27228896813601,-125.14421216915164,-128.37945635760673,-131.12216180120376,-133.5776152960096,0
-122.86718407471048,-125.81974028506609,-129.8218387273443,-132.8932298474759,-135.01518613086972,1
-123.55323138843137,-124.77291070732221,-128.68968705826157,-131.70765335667454,-134.67322084334742,0
-115.71302152617746,-121.47756949233305,-125.82785891538198,-127.43542438928472,-129.13602280547343,0
-124.42019029279344,-125.76433498447419,-130.3116903575066,-133.1502482895385,-134.9186755804538,1
-125.07732386867553,-123.41018116038184,-128.62965682510958,-131.4395371434095,-134.0843478214035,1
-123.64741886666658,-123.05679858749171,-128.9402339155666,-130.6137348083374,-133.87519004042773,1
-124.231754385797,-124.5989719267953,-128.28821072462864,-131.84375193360003,-134.4252962440635,1
-112.27507365395462,-120.34814893895766,-124.71019802432458,-127.37420261752114,-129.11752865112078,0
-118.70833838796045,-122.30889035498282,-126.24638360144783,-130.51739438014044,-132.12960697128165,0
-118.60832932002911,-124.254155366408,-127.96044073274001,-130.62303844368182,-133.25755515947776,0
-124.37506710251989,-124.39478626253411,-128.2226343254107,-131.84842811637236,-134.9701143102522,0
-116.38291662114503,-121.69715326704107,-124.7503403296732,-128.15801238046944,-129.36521084587514,0
-122.59550171860539,-124.84691467806459,-127.13995183097607,-130.51086379390244,-132.94283214944343,0
-121.33648953162339,-125.10738962169015,-128.31852578276477,-130.99466524143543,-134.02624403749792,0
-123.67175526406393,-124.26256077079944,-128.22194786412612,-130.86455791089767,-133.56173108649529,1
-122.44023994759254,-123.83326189422445,-130.31742468453217,-132.63365436218245,-134.38828727713968,1
-122.79821944337061,-123.88441170475036,-127.48470601542788,-130.47915564029032,-132.94166241665076,2
-126.26809262383686,-126.23124189833095,-129.82467882822618,-132.11683911825983,-135.02723118944044,1
-125.49593764281111,-124.64439822070536,-129.42595227778514,-132.0417425369088,-134.52422444004097,1
-123.09263334446855,-125.13268687573485,-130.76088323017854,-133.20844192510262,-135.2232013275217,2
-122.74722851384455,-124.11015216768149,-130.36258510829848,-132.9690294041843,-135.15108034877318,2
-122.8949051378619,-124.70788192694332,-130.45723062046278,-132.80924092667613,-134.78045902319917,2
-118.81719586782044,-122.08408306791053,-128.65404673081773,-130.92917277359567,-135.27999162912496,2
-122.05362294538527,-123.39281481820043,-128.00248864845574,-130.9001541326592,-133.99841090129127,2
-119.94961063430827,-123.04793450784682,-129.6637242151543,-131.85693933619913,-134.6256378873261,2
-119.94151309225114,-122.57563855175798,-128.44646544955793,-129.83107747023772,-134.5966959553378,2
-119.87549490230195,-122.97186975329053,-128.79914276911666,-129.6885071094786,-135.073381170463,2
-121.0940609537784,-122.6020002184867,-128.2125144078652,-130.31463091823701,-133.82217086521192,2
-121.07628833792614,-123.77836551328056,-128.8998105917797,-129.87757309876946,-135.4090680726686,2
-120.69283859285758,-123.54287919596703,-129.5900590663008,-130.48368357483,-136.29501075774158,2
-120.37374483315484,-122.79276594773692,-127.45657920412276,-130.19803760159314,-135.20365673812506,2
-122.88239960233003,-125.27610316100748,-130.52271089303483,-132.2239181478655,-135.4367061057885,2
-121.37860058596159,-123.95823201082943,-129.48781668320171,-130.89848106975776,-135.01184377990074,2
-120.63301871677227,-122.77723901569955,-128.71583213033256,-129.2204522511114,-135.61850895983673,2
-122.0127252555256,-123.85969628436155,-128.19192620459697,-130.57713111564715,-132.54011062303385,2
-120.75597514650067,-123.4258121415884,-128.55842750494574,-130.35265082324318,-135.07208588902742,2
-118.25144259072154,-120.41337748773779,-125.05209732934802,-128.69331498065597,-129.72537755885475,2
-122.9510815082232,-125.14200301586922,-130.61922458854733,-131.63994908520104,-136.1007104886922,2
-119.94150632028565,-122.716459409753,-129.1127866668647,-129.86691769718016,-137.08633882760913,2
-121.30866035352393,-124.15671290306138,-129.30272628942825,-130.3171321578229,-136.32953078708096,2
-122.2933712906574,-123.32067800260668,-129.54061905190466,-131.89503928467306,-135.4120108035497,2
-121.76893383015009,-124.67126692924613,-129.59030475704304,-129.6640987417997,-135.99005113854338,2
-120.87023469737811,-122.4234273779898,-125.99469499502297,-129.03757457877842,-132.59019607343043,2
-119.08562040858392,-121.79275848319057,-126.08640827590914,-128.13586947524632,-134.58309688928762,2
-119.45457113198496,-122.49032795022286,-128.45104365625426,-130.5903025088185,-135.5017896852735,2
-121.0119528577784,-123.12280946133188,-128.72784170670107,-129.823989535202,-136.38414272090344,2
-122.00625380780698,-123.50982708237687,-129.5758080052787,-130.96105924519102,-136.17500013011792,2
-119.40275351259095,-121.90270681704054,-127.47767794975175,-130.71452564879843,-134.77905911603975,2
-122.35850479676985,-124.8193161941915,-128.81138719299523,-131.02286595869234,-136.90484513388373,2
-119.69482890434783,-123.64945821054208,-127.99458555275072,-130.32910049356025,-134.3554311371576,2
-120.2688548786124,-122.70212150807714,-127.60285347423783,-130.42042646800942,-136.41317047879937,2
-120.055214782963,-122.81157746164192,-128.989363987886,-129.71477660840753,-135.51207060289468,2
-121.23458290194574,-124.36958220343521,-128.37117785475675,-129.419454623125,-137.436668862904,2
-122.52990123827118,-123.9177975580356,-128.60534996604588,-132.63533134326627,-136.57883115367602,2
-120.03792117075697,-123.14822759295132,-129.9450965141497,-132.10914353768837,-137.602097009307,2
-123.53820248578562,-126.33660496208631,-130.71071384657247,-132.26080421834317,-139.32621509973455,2
-121.58914382456658,-123.62914452544211,-129.08580455366427,-130.93679010232628,-135.61050696026325,2
-109.90505621939192,-114.57792677892861,-118.15280797651221,-121.24979728225979,-121.43476449278083,0
-108.93169890546255,-113.01123769716052,-118.31774605139763,-120.6353594000653,-120.69653640458473,0
-101.53871414439735,-105.46929567306945,-111.1779149933156,-113.88649741128357,-114.31280146627694,0
-101.54902078897095,-105.79083484970678,-112.18676052530508,-115.44119387500453,-116.82531475642894,0
-105.94556107848884,-112.39660422249216,-118.3254178925075,-121.04612506754795,-122.88096579033322,0
-121.78722706814574,-122.53345809340541,-125.48135131287042,-128.31526983254557,-131.4646984453893,0
-117.83421596709032,-122.6511262994212,-126.47568638033222,-128.73107871559804,-130.9402407811909,0
-116.98950460625208,-123.5075787832678,-127.09634589863543,-129.26301623828522,-131.05963053498476,0
-126.71643654268539,-126.11103585736845,-130.11840750171697,-132.09721840039157,-135.25190349958396,0
-125.18418810036405,-125.58550197485373,-128.65332405309456,-132.07791506704172,-134.98425482022432,1
-125.09576758334691,-124.08704913886713,-128.01976417660813,-131.56596155563952,-134.26715456051582,1
-124.66238160982203,-122.87291136405561,-129.0649532589588,-131.44404932011605,-133.9165708915363,1
-121.11441847582765,-121.51107128273465,-128.7325299454218,-130.99719996726827,-134.02499411506307,2
-121.51667167458405,-122.53026495329912,-127.13760603952761,-130.79505289077284,-133.85830032987815,2
-124.18911409003707,-125.45944727834988,-128.54341756198392,-131.07929822388087,-134.06560361007638,1
-123.7389505175682,-124.55339174019616,-128.72720002151792,-131.21515556525432,-133.90344391212685,1
-121.11806090170185,-123.65459905480027,-129.45023944870704,-131.79357535965565,-133.86137379439742,2
-122.9971289947539,-122.15484041443675,-127.17004471699973,-129.67466025296204,-133.4441854515908,1
-119.43656595891812,-122.44652452798536,-128.58242699710314,-129.77146322012015,-134.53707086973515,2
-121.37147310204388,-123.22433803484478,-128.3868394475843,-131.5058332084833,-134.85177432921245,2
-120.04536827044285,-121.56876457897417,-126.83448829975494,-130.0680545122698,-133.9761463308526,2
-118.98063640927592,-122.04638456395745,-128.05729899429943,-130.35463735674992,-134.9431938215091,2
-119.2087064561394,-123.45778996876767,-128.4448786008887,-130.20819641147503,-135.38128971602706,2
-120.5198208037542,-121.87059873548685,-127.17465744395426,-129.64895484736124,-132.4844832272327,2
-121.12092798374454,-123.08788654445533,-128.923960013175,-130.36790168085236,-134.81693290853883,2
-119.104338656129,-122.4515757222893,-128.20973456796935,-130.51609551603556,-134.0567309186781,2
-120.93993637741679,-121.75672820299584,-128.46844522710532,-129.56935202685452,-135.36776472309498,2
-119.24122864595937,-122.13742870821754,-127.76116678296144,-129.008789791787,-135.04949684719946,2
-120.74625965942866,-122.85307106748408,-129.03289358677975,-130.83107072243067,-134.27478717483166,2
-122.69524428495558,-124.45119135712889,-129.98597901289466,-131.69252654477782,-135.9889354601019,2
-119.79394090306401,-122.22355576099416,-128.38727506439847,-130.41409470240072,-134.53465709521453,2
-118.10340832893591,-121.6946665750072,-126.90654944894345,-130.07202662302882,-134.23888960294903,2
-119.62849042888963,-122.85673186082452,-128.8470864773071,-130.02283879961735,-135.98303142820689,2
-119.25376526811444,-121.10912506168181,-124.23042578319875,-126.62602838392368,-128.2854598301265,2
-120.78248104653795,-122.36168764019463,-128.01330508556683,-130.83623557839994,-134.6187811026792,2
-118.34934596181058,-120.81337641632392,-126.46224062351682,-129.20252917689285,-135.1786282307745,2
-119.94742100856124,-123.28229904355807,-127.75640889819138,-128.83708848650474,-135.09271386308566,2
-117.24377063906844,-119.98898677994349,-123.91168121684629,-126.48757813428549,-128.9817644487089,1
-123.898290128003,-125.29619255741434,-129.25192481359394,-130.99113254208822,-134.57987843238035,1
-121.47039096955957,-124.10700010683028,-129.00325757408777,-131.59214015377978,-134.30219866440675,2
-120.67247898610533,-122.48071411391915,-127.58422894836839,-130.7217948749381,-134.3326327049561,2
-121.9197404296963,-123.34345180120548,-128.4634678181785,-129.86099382760335,-134.8288029560288,2
-121.75468645048862,-123.28564054137716,-128.26685006130796,-131.26427796766203,-133.98035902147905,2
-121.53756542637706,-123.84670187695926,-129.2057395452608,-132.18669828568468,-135.53759251613468,2
-120.75348893162526,-122.12430323943042,-128.27419861084064,-130.45305463125183,-134.93874079251538,2
-118.96922761765413,-121.9726731265428,-126.48473872805918,-129.9343849293979,-133.71143299928448,2
-118.26914274005493,-122.19095166397267,-127.23625562728608,-129.2885724354342,-133.29669623705652,2
-118.26353702620106,-120.1207674747617,-126.70805273545348,-129.06404555701772,-134.52014572201134,2
-122.53628416596742,-123.00075608463617,-129.27787569710014,-131.050501168331,-134.86220054127145,2
-118.83011814842399,-121.68548666096743,-127.39978901847653,-129.86951863432435,-135.10331016605235,2
-120.80221393607626,-122.39615142743219,-129.5583392616774,-128.6591639901862,-135.8893194186602,2
-119.444163815219,-122.04910189046123,-128.35169363111268,-129.29603218352693,-135.79109800755555,2
-119.36796087379675,-122.45222677037957,-127.71082534291786,-129.7784674038164,-134.86401432069158,2
-120.44970672126044,-123.59966022144833,-128.65013682265214,-130.04290440004522,-134.563926416278,2
-119.4233460755717,-122.17971976985933,-128.3730848842529,-129.94150711611772,-135.17083226252856,2
-120.38368368130425,-123.00352651168743,-128.12844493872305,-129.08998896916097,-135.17774975598485,2
-120.61232405708516,-122.68001850871832,-126.72120970908016,-129.0968566681378,-135.39693557878624,2
-120.37416727338741,-122.84534728314654,-128.12397911050726,-128.9826218930792,-134.9001715040966,2
-119.23276334963616,-121.91933652148212,-127.35919096951368,-131.05061142438126,-134.4030773198544,2
-120.58612376718138,-123.73762548599045,-128.2539657773702,-130.13239330182938,-136.0544695797654,2
-117.66091887740919,-121.05051293320234,-127.05083265410858,-127.95192113449383,-135.9225980265013,2
-121.09289210407073,-122.33579684698496,-127.0273846039603,-129.91259637156574,-135.7494955608925,2
-118.31195601040666,-121.5592843081917,-126.84932315840018,-128.18653441605164,-135.28725065993646,2
-119.90283196867775,-122.17715043023354,-128.2243407058924,-128.96206288655742,-135.7516241608272,2
-120.2765421324443,-122.52033134353367,-128.11848409693,-128.694800734147,-136.89407962846028,2
-120.217684293443,-122.24530369463355,-125.09845871193362,-129.32555951452008,-132.61277285513958,2
-120.4940128236675,-121.37730118956895,-128.06230492027223,-130.5032405809162,-134.53156713090132,2
-121.07561150740769,-123.28969862772196,-127.75605242597386,-128.52502039989258,-136.13119307644737,2
-119.2080329582951,-120.82291165531667,-126.39945670285401,-128.62721194072142,-135.47055063917617,2
-121.87337435949328,-124.05492437033085,-128.2789879202001,-129.05204782491953,-136.27966596390766,2
-119.83139867881972,-122.64613869830629,-128.08690898136365,-130.5073697083087,-135.80675869216967,2
-122.1509502033459,-120.58133287944786,-126.62685599548692,-129.28807359348494,-133.94405414999696,2
-109.71262630126436,-115.85905030291968,-119.82939085382428,-121.02667840678626,-121.35723083779749,0
-122.41555261843243,-124.35078110854192,-128.4548446328257,-131.03819855085504,-132.6053598817515,1
-123.12788599657213,-123.11524459553091,-126.4636963972144,-129.19090147081081,-131.2928427872922,1
-121.23484808950812,-121.48007658006037,-126.83065594204172,-129.42807276964078,-132.20782758940797,2
-118.16649724311725,-120.73639757249644,-126.76807775643175,-128.26620482973453,-133.5868077771752,2
-118.7617431063295,-121.44519236557556,-127.64247170967062,-129.39945039786093,-133.4586613308947,2
-118.69042994532084,-122.3951663915788,-127.6116400946466,-128.36597622499008,-134.81201942078664,2
-118.8920218410762,-121.27661210401777,-126.00122731979062,-128.65078330706336,-133.73631875891874,2
-119.771200783694,-121.94354014618227,-126.54569788809559,-129.95910200868047,-134.73412337662398,2
-118.99637396589941,-121.48605660940856,-127.05315446687058,-128.70099389618352,-133.91073488760398,2
-119.59837998456504,-121.832394665935,-126.93740730383072,-129.44102747502282,-135.1690429972759,2
-120.262256103332,-122.45548928188114,-126.09246171532824,-128.42621601268308,-135.53537918767734,2
-119.5138231815607,-122.5050114081286,-126.15885462174879,-127.15741157648667,-135.51582246718834,2
-119.06758730352263,-121.93488668534994,-126.8348747095499,-128.07345874900653,-136.09920079143745,2
-119.64422790411294,-122.19607987572911,-126.50803733229898,-127.89844667940385,-135.69632406996,2
-116.30650662935528,-120.86399131683258,-126.90622297144301,-129.52066786325034,-134.85775978047383,3
-118.61487547291999,-122.00752575013189,-126.55256072913072,-128.3337242647561,-137.0394228542272,2
-118.43312883025513,-121.46251177076876,-129.32526859668673,-131.42707471850412,-136.53930683884067,2
-118.16663510484658,-121.20059242124194,-127.478123342313,-128.5623561754272,-136.14776134897983,2
-118.90781910677657,-122.2746277670785,-127.54767583732718,-130.24578425339783,-137.14055752923235,2
-118.67325496628064,-121.9762797383327,-127.73303504352695,-129.90894192329702,-137.53247687984242,2
-117.83199805585083,-122.90608664796176,-129.03912746165904,-130.53282163896893,-138.2975984266975,2
-117.52394945640216,-121.70735428895111,-127.54951267363262,-130.81003141670465,-138.11756861978733,2
-120.80023736518304,-124.09199181355218,-128.85627979835039,-131.6656394517289,-135.94954340772435,4
-122.58576555779652,-125.71202383725523,-130.38273859371893,-133.90287553367503,-137.7019641958192,4
-117.68428860495129,-123.68624551616773,-129.59945499612527,-133.46366323809775,-136.6360208818308,4
-120.10994158989062,-124.89086441271252,-130.81601540916253,-132.3625743210888,-136.94579435955512,4
-118.74950771502616,-123.72969554231851,-129.60112722956168,-133.10714284642336,-136.45812297588913,4
-122.94509778461715,-126.43501301098702,-130.92513755586234,-134.42661889220625,-137.5214834380858,4
-117.99854311558833,-123.859094756707,-130.61498237249253,-133.36143996307706,-137.28127934410782,4
-123.7001472048832,-127.3592176563655,-131.80567406272968,-134.2934974574072,-137.98067801243894,4
-119.6215090496641,-124.85092497362973,-129.11610484941616,-132.15215024892814,-135.89070228003038,4
-119.6625990452888,-125.00001748943288,-130.80751300799707,-132.62487025150583,-136.34295829036873,4
-120.4471223691557,-125.21502166573856,-130.7055273280572,-134.23049155062222,-136.38793013533103,4
-122.11397208959907,-125.67548010242326,-130.4300161958765,-133.28046761081188,-136.97529181381262,4
-119.68691409911678,-125.25705735809397,-130.33831824984082,-133.83769993432347,-136.77356257238532,4
-118.98383225786704,-123.25081325033594,-129.20757442917787,-132.25409588141457,-135.21011276745307,4
-119.79776729373907,-124.89425238236163,-130.2084176032705,-134.60211574589,-137.6353785257097,4
-120.59734140102448,-126.19825650349598,-130.43922556371456,-133.97402311145808,-137.1388757399136,4
-117.14932014654366,-122.99828721855508,-130.47610178530365,-132.55234855669394,-135.89998754989293,4
-120.70236287685134,-126.91678734743887,-132.07616448130986,-134.97728272180953,-137.75496329672055,4
-119.99551612594536,-125.4253755790646,-131.3973728524491,-134.46302593325217,-137.60451138676984,4
-115.89227440457663,-123.10582157345364,-129.86339856214266,-134.20515282707814,-137.53207193834228,4
-117.57995615756674,-123.59019412457695,-130.4709446565483,-134.08511750507103,-137.59436701081432,4
-117.97214285257408,-121.98783547793926,-128.33866410134735,-132.8155090978432,-135.34735697950225,4
-117.48359139707817,-123.30633473778225,-129.27858504172698,-133.03026845761474,-136.17098289934052,4
-117.15858255012905,-123.88099458089876,-130.25954086173155,-133.3365584637541,-136.712397781439,4
-122.9975811944861,-124.39573521264127,-128.93634410731875,-132.36239562912,-134.89701512650197,1
-121.92942913779511,-126.27208534147745,-131.43761444420312,-132.60632733897006,-136.68109718925894,4
-119.48983624153873,-124.64508036757486,-129.72091723851113,-133.48637198067735,-136.06212478756785,4
-120.35705111787783,-126.11201567068426,-131.21621115490532,-133.8065376206768,-137.0685732544067,4
-124.46124686688465,-125.54712291476181,-129.46668369735275,-133.32111933845772,-135.3272303977757,4
-124.40868408619947,-127.1432578557182,-131.46766638397887,-134.17630475884718,-137.38475034495565,4
-119.55108563937323,-123.88442341089194,-129.95938994162128,-133.42061048763506,-136.90622981099244,4
-119.45896827819617,-126.63217288143265,-130.87793060092062,-133.72575796482516,-137.49637180241234,4
-123.00665402917468,-127.4263659006273,-132.084044778942,-135.03193888065687,-137.82685662259567,4
-119.97862723692474,-125.33183001172753,-130.5701367520527,-134.3531966711975,-137.76488993762467,4
-119.27399565317833,-125.33094025112891,-130.86256576805667,-134.0491960767567,-137.69027854820925,4
-117.44011813761765,-122.38869741874093,-128.7995568204343,-132.1007117994997,-135.53081851908797,4
-115.20911227491705,-122.5006617974603,-129.7901368587517,-133.24006222077983,-136.58318468007812,4
-117.40789956082435,-122.96830114394331,-128.0952734046651,-132.7071622605827,-134.37749817996718,4
-123.19869539129196,-127.30649574726307,-131.93079444667148,-133.91725061324576,-136.8288282238549,4
-113.79417765652396,-118.05519608170226,-120.77013367379277,-122.50100206862395,-123.62114867719843,0
-121.06838448879371,-122.44876613590097,-125.89489928653971,-129.33774586245232,-131.97888992452908,1
-124.13225179227517,-125.94531251790139,-130.1460985362969,-132.89119356976514,-135.43465949747883,1
-120.31356027263341,-122.76998261931274,-128.7189864925844,-131.3637895032109,-135.6901554222925,2
-121.21752163594778,-123.83765628226818,-129.20574220861778,-130.41134275556178,-136.34170777323973,2
-120.3702602261407,-123.03323469164826,-128.61684898691985,-129.63988945663257,-136.7350941837604,2
-121.22120249455405,-124.59503245913999,-129.86191526195157,-133.0579628358855,-137.30120805156275,2
-120.62536283023847,-124.94501761113189,-130.51578159533818,-131.62021091844173,-137.06721262650808,4
-121.20510956934575,-123.49884872684284,-129.2103554412924,-131.04398640675385,-135.33756325849964,4
-122.67959176396381,-125.1550720787603,-131.43557552251337,-133.23074515987489,-137.1518275755905,4
-122.15648385223118,-125.48891116917378,-130.05108367384705,-133.49880055460375,-136.32508242335803,4
-122.50941663361961,-125.99808392292684,-130.46472685543847,-134.1349075277406,-137.23135588342538,4
-121.79526314073279,-126.63635763710825,-130.403541214351,-134.44480400174825,-136.84879922108766,4
-118.91379143188881,-125.74224946352037,-131.27089174451618,-134.06801742804154,-136.89257788625216,4
-121.42694466351455,-124.85875358135696,-130.31813101256768,-130.89446765845085,-136.64093481348561,4
-117.07245317383102,-120.54528939289132,-122.85148120355996,-126.95305496645018,-128.32492392763078,0
-123.96818564398889,-122.54993307743293,-126.21121194915395,-129.84682936515796,-132.04629423844526,1
-122.20224567688612,-124.2040485892331,-129.49954991040508,-131.78128427110946,-134.81028908841216,1
-119.16420306581804,-122.9129495471822,-128.6682419443534,-131.06987320564448,-135.06748610298993,2
-120.97601377900324,-123.86835159540384,-128.81556374209603,-129.30810990850568,-136.3283918107092,2
-116.78350255964978,-121.51354645667746,-128.58937575178587,-130.20394279854904,-137.140088194431,2
-120.77336771408957,-123.6847327994526,-129.35073838852466,-131.4276870388119,-136.9357334244619,2
-124.40581203575617,-125.26143671570176,-130.3038828982926,-132.37398421551606,-136.69086848171008,2
-120.70698653008552,-123.38997833050783,-128.56481726031305,-129.27131162148143,-136.78321114901684,4
-121.24898678803696,-123.90503648184328,-129.46258107820242,-130.42807991170758,-136.70347298664097,4
-122.91368366072152,-124.05259113793498,-129.19292211825248,-131.20692310951043,-137.44661568925085,4
-120.1342723664682,-125.93576087447535,-130.6443791523367,-134.03114906505982,-136.96144062290847,4
-121.45495817821843,-125.24736016086425,-129.705896859834,-133.53389798169934,-136.9206350309688,4
-118.27722272099639,-123.82303256491033,-129.89470980162295,-133.34603876190246,-136.60060877314757,4
-124.02641041203027,-126.01107519678645,-131.44018902788346,-134.32484749286334,-136.82276298056766,4
-118.74600676739583,-120.21158303760343,-124.27801800410808,-126.92500865709671,-131.60125310947606,1
-121.55999587733835,-123.78568320162653,-129.16140200257084,-133.1297391346109,-137.18982108067073,2
-119.14558379587011,-121.75264434999261,-128.6878150645396,-129.3862930775431,-136.8342818580611,2
-118.88903714731063,-123.36017707870859,-128.1911506340576,-128.88858854659983,-137.04679628557489,4
-122.3888181457729,-126.04260045220596,-130.66450841057943,-134.41566298540477,-137.12254119229394,4
-121.48357517412857,-125.4372144951864,-129.79415206891022,-132.19467510474087,-136.96034308955234,4
-120.9438947372298,-125.33357751016169,-130.25721077027973,-134.66038298945045,-137.48224964887484,4
-121.14769397364006,-126.20015922141864,-131.01751499357113,-134.67004424750664,-137.0529237945219,4
-121.46036492546898,-124.87319459554539,-130.76766936659595,-133.38179254760232,-136.98543526370057,4
-119.18473839338318,-122.80925368488258,-128.8760543375723,-132.03100799871748,-136.10305350876823,4
-119.51204105772305,-124.1240313678409,-128.5893005347615,-132.0030560289511,-134.34363558449752,4
-113.86891313202524,-117.49125729478641,-121.33384528822957,-125.05952326601187,-126.18678796105003,1
-122.92560354103804,-124.90528587739901,-130.1374043032234,-132.69746165891033,-135.7306281010292,2
-118.6804606833432,-122.92192229218745,-127.409900046205,-130.5385658184072,-136.28611083388697,2
-120.17631737322064,-123.63455916921872,-128.8943198772089,-130.43093032757218,-136.38737675453382,2
-120.20691742684495,-123.07747248820084,-129.64545525494162,-130.58769076082976,-137.21705685856503,2
-118.93488609627536,-125.11910282310612,-130.7146796781413,-132.43100005094334,-135.45491347099357,4
-120.81725812965118,-125.42649639672985,-129.90545847381972,-132.38280066248169,-137.1223879384416,4
-121.82582430231537,-125.01719991221675,-131.24128869147378,-131.58126591599088,-136.87777692180495,4
-122.659596521355,-125.8354965460884,-130.14431705819112,-133.62116311271032,-136.78405239159574,4
-122.6872746065466,-126.32067358333512,-131.24291978767556,-134.1536593829106,-137.51516206283756,4
-121.04503834879135,-125.01766058867281,-131.12097402850733,-132.47154672363564,-136.4838772530861,4
-121.51126739302042,-125.86363193324726,-130.4863721337083,-134.3756880667333,-137.05397359264242,4
-119.21737214816989,-123.32539062789535,-129.0288697920633,-132.79684395393048,-136.89116238685654,4
-117.00622483835028,-122.02767524387028,-127.95704798423037,-130.68055784735373,-135.337570871955,4
-121.10524643145331,-124.35340771650775,-128.8149063653399,-130.56245031428276,-135.13786519667084,4
-123.07683917329722,-124.02831732287336,-129.23181286157075,-132.95585154157294,-136.41462622411888,4
-121.71112295706703,-124.69073696838812,-130.74997852032527,-133.58617767626865,-136.7439101253851,4
-122.81889720225583,-125.17728094774907,-130.12277433817246,-132.4376194556038,-136.92129746850532,4
-119.6012362166307,-124.0660912130409,-129.72564844262791,-132.22085755232501,-134.9208880052945,4
-122.93272823394864,-126.15817891669063,-130.73665912961673,-133.3297149316075,-136.9513112420869,4
-119.12335685392878,-123.32288979365015,-128.05575371382156,-131.13055884597347,-135.05789874022383,4
-122.03132244041396,-124.44496716975597,-130.70031834906075,-134.43861347357964,-137.1757396697765,4
-123.25047060153622,-126.07691639090336,-130.51277089240298,-133.3415697725876,-137.21107706529253,4
-120.07303326939422,-124.51257361968075,-129.96884321402433,-131.81083541705513,-136.7218142438324,4
-122.04764826201924,-125.45780915582405,-130.097830941378,-133.8999672413032,-137.23856062433327,4
-120.27601719601479,-122.65038656155787,-128.8047130758279,-132.55127174859962,-135.65539327235925,4
-119.71882780010823,-125.25318513906164,-130.05562292198908,-133.85803985508795,-136.6374773949006,4
-122.76219566387421,-125.37809710543652,-130.4668663439139,-134.3165006069167,-137.25270677072945,4
-122.40141007805131,-126.22388730937442,-131.85388486735803,-134.941426754568,-137.05767778441864,4
-118.75556478152012,-123.87079506765038,-129.64386852675796,-132.6389519799326,-136.95457181994786,4
-123.44234928154624,-124.55642323713082,-129.51088143243487,-133.45391758521953,-136.73750592709874,4
-121.97522456151276,-125.16143318939612,-130.00299398576635,-133.70262253357544,-136.74919816404542,4
-114.63992524880499,-118.13019077382947,-120.94802971788029,-124.53343264778957,-125.60370375621777,0
-122.10641121349053,-123.69915138562295,-129.2379633715129,-132.07172779692553,-133.7834406756861,1
-118.81061019282916,-120.54322855516543,-126.89662735161777,-129.30854050999,-133.18902225576292,2
-122.18088098298132,-124.0823425841178,-129.37663408418624,-131.57767336633322,-135.48084053576693,2
-118.21641660481902,-120.52806752892015,-124.6481145768466,-128.58456172510182,-133.65983574962323,2
-119.98586689503786,-122.85310004459458,-127.31387881605481,-129.28293654860886,-134.78159852330248,2
-119.30964201282998,-122.82621042062537,-127.95912434810907,-130.2945487323147,-134.90796437701252,2
-116.8988216453712,-119.78282987984078,-126.29102432714859,-128.45507319955038,-135.5003327068817,2
-121.20372659212124,-123.60177053597141,-128.32088105174498,-129.4436397853908,-136.20259174281102,2
-118.82592185267043,-121.88539012592247,-125.62470175727532,-127.781396193314,-135.03779066109115,2
-120.25679225709587,-122.09095750787303,-126.63988892259923,-127.75841158151962,-136.40206229483732,2
